idx	measurement	value
0	compilation_time	0.01869415798864793
0	connect_time	0.0027304770046612248
0	container_create_time	0.027422446000855416
0	container_start_time	0.9146163149998756
0	gdb_start_time	0.030298735000542365
0	init_breakpoints_time	0.000763148011174053
0	post_stats_time	0.09757344200625084
0	start_program_time	0.0060158400010550395
0	total_time	1.101475641989964
0	set_register_value	0.004631611009244807
0	continue	0.0032277380087180063
0	set_register_value	0.0029609790071845055
0	continue	0.0033807809959398583
0	continue	0.00315543900069315
0	continue	0.00313548200938385
0	next_step	0.0030758780048927292
0	next_step	0.0023835949978092685
0	continue	0.003334552005981095
0	next_step	0.0026062500110128894
0	next_step	0.003096107000601478
0	set_register_value	0.002624444998218678
0	continue	0.003435845996136777
0	continue	0.003324603007058613
0	next_step	0.002055908989859745
0	next_step	0.0025140740035567433
0	set_register_value	0.003243468003347516
0	next_step	0.0028707750025205314
0	next_step	0.002411128007224761
0	continue	0.004186309990473092
0	continue	0.0035692300007212907
0	set_register_value	0.002648991998285055
0	continue	0.003178885002853349
0	set_register_value	0.002779290996841155
0	set_register_value	0.0027655040030367672
0	set_register_value	0.003389757010154426
0	continue	0.0032845459936652333
0	continue	0.003286420993390493
0	next_step	0.0026116700028069317
0	continue	0.004100937003386207
0	next_step	0.0025499620096525177
0	continue	0.003644263997557573
0	next_step	0.002977719996124506
0	set_register_value	0.0033575760025996715
0	next_step	0.002727442013565451
0	continue	0.003489006994641386
0	next_step	0.0022677029919577762
0	next_step	0.002465982994181104
0	next_step	0.0024764530098764226
0	set_register_value	0.0030764889961574227
0	continue	0.003256122989114374
0	next_step	0.002705750011955388
0	set_register_value	0.002691192989004776
0	next_step	0.0026248950016452
0	continue	0.00303224399976898
0	continue	0.0032756089931353927
0	continue	0.003330293999169953
0	next_step	0.0027119120059069246
0	next_step	0.002656967000802979
0	set_register_value	0.003065537996008061
0	next_step	0.002577744991867803
0	next_step	0.0028700750117423013
0	set_register_value	0.0028928480023751035
0	next_step	0.002852631005225703
0	next_step	0.002442297001834959
0	set_register_value	0.003021554002771154
0	next_step	0.002687665997655131
0	continue	0.003505379005218856
0	continue	0.00337401800788939
0	next_step	0.0024505030014552176
0	set_register_value	0.002938135003205389
0	next_step	0.002654362004250288
0	next_step	0.0024934250104706734
0	next_step	0.0028573300078278407
0	next_step	0.0020665190095314756
0	next_step	0.002379026002017781
0	set_register_value	0.00287843999103643
0	set_register_value	0.002969975001178682
0	next_step	0.002700240002013743
0	next_step	0.002545123003073968
0	continue	0.003465652000159025
0	set_register_value	0.0027240560011705384
0	continue	0.002849966986104846
0	set_register_value	0.002836940999259241
0	next_step	0.002659632998984307
0	set_register_value	0.003195005003362894
0	next_step	0.002410285989753902
0	set_register_value	0.002937312994617969
0	continue	0.0032332080008927733
0	set_register_value	0.0032168270117836073
0	next_step	0.002587524999398738
0	continue	0.0036631900002248585
0	set_register_value	0.003237917000660673
0	set_register_value	0.0028841510065831244
0	set_register_value	0.003045209014089778
0	next_step	0.002384777006227523
0	continue	0.0037128949916223064
0	continue	0.0035257779964013025
0	set_register_value	0.0029037000058451667
0	next_step	0.002484918004483916
0	continue	0.0037038779992144555
0	next_step	0.0021661799983121455
0	continue	0.003591112996218726
0	continue	0.003118409003945999
0	set_register_value	0.003007357008755207
0	next_step	0.00257541099563241
0	set_register_value	0.0029414610035018995
0	next_step	0.0029381029889918864
0	next_step	0.002708846004679799
0	set_register_value	0.0029350879922276363
0	set_register_value	0.002721400000154972
0	continue	0.0037709659954998642
0	next_step	0.0023517040099250153
0	next_step	0.0026431709993630648
0	continue	0.003538992998073809
0	continue	0.003464690991677344
0	set_register_value	0.0032378069881815463
